IDNUMBER,Hospital,Facility name,Address,Town,ZIP code,CHIA region,Type of hospital,Hospital system,Telephone,Facility type,norm_address,norm_name,Nursing homes within 30 minutes drive time,Hospitals within 30 minutes drive time
,,RegalCare at Quincy,211 Franklin Street,Quincy,2169,Metro South,,,,Nursing home,211 franklin street,regalcare at quincy,,14.0
,,Royal of Fairhaven Nursing Center,184 Main Street,Fairhaven,2719,Southcoast,,,,Nursing home,184 main street,royal of fairhaven nursing center,,4.0
,,"Fall River Jewish Home, Inc.",538 Robeson Street,Fall River,2720,Southcoast,,,,Nursing home,538 robeson street,fall river jewish home inc,,4.0
,,Bear Mountain at Reading,1364 Main Street,Reading,1867,Northeastern Massachusetts,,,,Nursing home,1364 main street,bear mountain at reading,,15.0
,,Cardigan Nursing & Rehabilitation Center,59 Country Way,Scituate,2066,Metro South,,,,Nursing home,59 country way,cardigan nursing  rehabilitation center,,1.0
,,RegalCare at Worcester,25 Oriol Drive,Worcester,1605,Central Massachusetts,,,,Nursing home,25 oriol drive,regalcare at worcester,,6.0
,,The Berkeley Retirement Home,150 Berkeley Street,Lawrence,1841,Northeastern Massachusetts,,,,Nursing home,150 berkeley street,the berkeley retirement home,,9.0
,,Life Care Center of Acton,1 Great Road,Acton,1720,Northeastern Massachusetts,,,,Nursing home,1 great road,life care center of acton,,7.0
,,"Campion Health & Wellness, Inc.",319 Concord Road,Weston,2193,Metro Boston,,,,Nursing home,319 concord road,campion health  wellness inc,,12.0
,,Carvalho Grove Health and Rehabilitation Center,273 Oak Grove Avenue,Fall River,2723,Southcoast,,,,Nursing home,273 oak grove avenue,carvalho grove health and rehabilitation center,,4.0
,,D'Youville Senior Care,981 Varnum Avenue,Lowell,1854,Northeastern Massachusetts,,,,Nursing home,981 varnum avenue,dyouville senior care,,3.0
,,Fitchburg Healthcare,1199 John Fitch Highway,Fitchburg,1420,Central Massachusetts,,,,Nursing home,1199 john fitch highway,fitchburg healthcare,,4.0
,,Watertown Rehabilitation and Nursing Center,59 Coolidge Hill Road,Watertown,2472,Metro Boston,,,,Nursing home,59 coolidge hill road,watertown rehabilitation and nursing center,,21.0
,,Whittier Westborough Transitional Care Unit,150 Flanders Road,Westborough,1581,Central Massachusetts,,,,Nursing home,150 flanders road,whittier westborough transitional care unit,,9.0
,,Stone Rehabilitation and Senior Living,277 Elliot Street,Newton,2464,Metro Boston,,,,Nursing home,277 elliot street,stone rehabilitation and senior living,,25.0
,,Mount Greylock Extended Care Facility,1000 North Street,Pittsfield,1201,Western Massachusetts,,,,Nursing home,1000 north street,mount greylock extended care facility,,1.0
,,Southshore Health Care Center,115 North Avenue,Rockland,2370,Metro South,,,,Nursing home,115 north avenue,southshore health care center,,5.0
,,Sherrill House,135 South Huntington Avenue,Boston,2130,Metro Boston,,,,Nursing home,135 south huntington avenue,sherrill house,,20.0
,,Holy Trinity Eastern Orthodox Nursing & Rehabilitation Center,300 Barber Avenue,Worcester,1606,Central Massachusetts,,,,Nursing home,300 barber avenue,holy trinity eastern orthodox nursing  rehabilitation center,,6.0
,,Care One at Lowell,19 Varnum Street,Lowell,1850,Northeastern Massachusetts,,,,Nursing home,19 varnum street,care one at lowell,,5.0
,,Savoy Nursing & Rehab Center,670 County Street,New Bedford,2740,Southcoast,,,,Nursing home,670 county street,savoy nursing  rehab center,,4.0
,,Dexter House Healthcare,120 Main Street,Malden,2148,Metro Boston,,,,Nursing home,120 main street,dexter house healthcare,,19.0
,,Mount Carmel Care Center,320 Pittsfield Road,Lenox,1240,Western Massachusetts,,,,Nursing home,320 pittsfield road,mount carmel care center,,2.0
,,Fairhaven Healthcare Center,476 Varnum Avenue,Lowell,1854,Northeastern Massachusetts,,,,Nursing home,476 varnum avenue,fairhaven healthcare center,,4.0
,,Pilgrim Rehabilitation & Skilled Nursing Center,96 Forest Street,Peabody,1960,Northeastern Massachusetts,,,,Nursing home,96 forest street,pilgrim rehabilitation  skilled nursing center,,14.0
,,Sippican Healthcare Center,15 Mill Street,Marion,2738,Southcoast,,,,Nursing home,15 mill street,sippican healthcare center,,4.0
,,Maristhill Nursing & Rehabilitation Center,66 Newton Street,Waltham,2453,Metro Boston,,,,Nursing home,66 newton street,maristhill nursing  rehabilitation center,,22.0
,,RegalCare at Lowell,30 Princeton Boulevard,Lowell,1851,Northeastern Massachusetts,,,,Nursing home,30 princeton boulevard,regalcare at lowell,,5.0
,,Alden Court Nursing Care & Rehabilitation Center,389 Alden Road,Fairhaven,2719,Southcoast,,,,Nursing home,389 alden road,alden court nursing care  rehabilitation center,,4.0
,,Kimball Farms Nursing Care Center,40 Sunset Avenue,Lenox,1240,Western Massachusetts,,,,Nursing home,40 sunset avenue,kimball farms nursing care center,,2.0
,,The Pavilion Rehabilitation and Nursing Center,876 Falmouth Road,Hyannis,2601,Cape and Islands,,,,Nursing home,876 falmouth road,the pavilion rehabilitation and nursing center,,1.0
,,Poet's Seat Healthcare Center,359 High Street,Greenfield,1301,Western Massachusetts,,,,Nursing home,359 high street,poets seat healthcare center,,2.0
,,RegalCare at Holyoke,282 Cabot Street,Holyoke,1040,Western Massachusetts,,,,Nursing home,282 cabot street,regalcare at holyoke,,6.0
,,Care One at Holyoke,260 Easthampton Road,Holyoke,1040,Western Massachusetts,,,,Nursing home,260 easthampton road,care one at holyoke,,6.0
,,Loomis Lakeside at Reeds Landing,807 Wilbraham Road,Springfield,1109,Western Massachusetts,,,,Nursing home,807 wilbraham road,loomis lakeside at reeds landing,,4.0
,,Berkshire Place,290 South Street,Pittsfield,1201,Western Massachusetts,,,,Nursing home,290 south street,berkshire place,,1.0
,,Alliance Health at Marina Bay,2 Seaport Drive,Quincy,2171,Metro Boston,,,,Nursing home,2 seaport drive,alliance health at marina bay,,20.0
,,Care One at Newton,2101 Washington Street,Newton,2462,Metro Boston,,,,Nursing home,2101 washington street,care one at newton,,26.0
,,Royal Wood Mill Center,800 Essex Street,Lawrence,1841,Northeastern Massachusetts,,,,Nursing home,800 essex street,royal wood mill center,,8.0
,,Phillips Manor Nursing Home,28 Linwood Road,Lynn,1905,Northeastern Massachusetts,,,,Nursing home,28 linwood road,phillips manor nursing home,,10.0
,,Charlene Manor Extended Care Facility,130 Colrain Road,Greenfield,1301,Western Massachusetts,,,,Nursing home,130 colrain road,charlene manor extended care facility,,2.0
,,"Vantage at Hampden, LLC",34 Main Street,Hampden,1036,Western Massachusetts,,,,Nursing home,34 main street,vantage at hampden llc,,3.0
,,Timberlyn Heights Nursing and Rehabilitation,320 Maple Avenue,Great Barrington,1230,Western Massachusetts,,,,Nursing home,320 maple avenue,timberlyn heights nursing and rehabilitation,,1.0
,,Springside Rehabilitation and Skilled Care Center,255 Lebanon Avenue,Pittsfield,1201,Western Massachusetts,,,,Nursing home,255 lebanon avenue,springside rehabilitation and skilled care center,,1.0
,,Sarah S. Brayton Center,4901 North Main Street,Fall River,2720,Southcoast,,,,Nursing home,4901 north main street,sarah s brayton center,,5.0
,,Life Care Center of Attleboro,969 Park Street,Attleboro,2703,Metro West,,,,Nursing home,969 park street,life care center of attleboro,,2.0
,,EMERSON REHAB & TRANS CARE UNIT,133 OLD ROAD TO NINE ACRE CORNER,CONCORD,1742,,,,,Nursing home,133 old road to nine acre corner,emerson rehab  trans care unit,,7.0
,,"New Bedford Jewish Convalescent Home, Inc.",200 Hawthorn Street,New Bedford,2740,Southcoast,,,,Nursing home,200 hawthorn street,new bedford jewish convalescent home inc,,4.0
,,Academy Manor Rehab and Nursing,89 Morton Street,Andover,1810,Northeastern Massachusetts,,,,Nursing home,89 morton street,academy manor rehab and nursing,,9.0
,,Mary Immaculate Nursing & Restorative Center,172 Lawrence Street,Lawrence,1841,Northeastern Massachusetts,,,,Nursing home,172 lawrence street,mary immaculate nursing  restorative center,,8.0
,,Marian Manor of Taunton,33 Summer Street,Taunton,2780,Metro South,,,,Nursing home,33 summer street,marian manor of taunton,,5.0
,,Brigham Health and Rehabilitation Center LLC,77 High Street,Newburyport,1950,Northeastern Massachusetts,,,,Nursing home,77 high street,brigham health and rehabilitation center llc,,3.0
,,Harbor House Nursing & Rehabilitation Center,11 Condito Road,Hingham,2043,Metro South,,,,Nursing home,11 condito road,harbor house nursing  rehabilitation center,,3.0
,,Alliance Health at West Acres,804 Pleasant Street,Brockton,2301,Metro South,,,,Nursing home,804 pleasant street,alliance health at west acres,,9.0
,,Day Brook Village Senior Living,298 Jarvis Avenue,Holyoke,1040,Western Massachusetts,,,,Nursing home,298 jarvis avenue,day brook village senior living,,6.0
,,Ayer Valley Rehab and Nursing,400 Groton Road,Ayer,1432,Northeastern Massachusetts,,,,Nursing home,400 groton road,ayer valley rehab and nursing,,4.0
,,Brighton House Rehabilitation & Nursing Center,170 Corey Road,Boston,2135,Metro Boston,,,,Nursing home,170 corey road,brighton house rehabilitation  nursing center,,20.0
,,Marian Manor,130 Dorchester Street,Boston,2127,Metro Boston,,,,Nursing home,130 dorchester street,marian manor,,23.0
,,Mayflower Place Nursing and Rehabilitation Center,579 Buck Island Road,Yarmouth,2673,Cape and Islands,,,,Nursing home,579 buck island road,mayflower place nursing and rehabilitation center,,1.0
,,Northwood Rehabilitation & Healthcare Center,1010 Varnum Avenue,Lowell,1854,Northeastern Massachusetts,,,,Nursing home,1010 varnum avenue,northwood rehabilitation  healthcare center,,3.0
,,Life Care Center of Auburn,14 Masonic Circle,Auburn,1501,Central Massachusetts,,,,Nursing home,14 masonic circle,life care center of auburn,,4.0
,,RegalCare at Harwich,111 Headwaters Drive,Harwich,2645,Cape and Islands,,,,Nursing home,111 headwaters drive,regalcare at harwich,,1.0
,,Countryside Health Care of Milford,One Countryside Drive,Milford,1757,Metro West,,,,Nursing home,one countryside drive,countryside health care of milford,,2.0
,,Medway Country Manor Skilled Nursing & Rehab,115 Holliston Street,Medway,2053,Metro West,,,,Nursing home,115 holliston street,medway country manor skilled nursing  rehab,,5.0
,,AdviniaCare Natick,168 West Central Street,Natick,1760,Metro West,,,,Nursing home,168 west central street,adviniacare natick,,5.0
,,Lutheran Rehabilitation & Skilled Care Center,26 Harvard Street,Worcester,1609,Central Massachusetts,,,,Nursing home,26 harvard street,lutheran rehabilitation  skilled care center,,6.0
,,Southbridge Rehabilitation & Health Care Center,84 Chapin Street,Southbridge,1550,Central Massachusetts,,,,Nursing home,84 chapin street,southbridge rehabilitation  health care center,,1.0
,,Victoria Haven Nursing Facility,137 Nichols Street,Norwood,2062,Metro West,,,,Nursing home,137 nichols street,victoria haven nursing facility,,9.0
,,Agawam East Rehab and Nursing,464 Main Street,Agawam,1001,Western Massachusetts,,,,Nursing home,464 main street,agawam east rehab and nursing,,5.0
,,The Bostonian Nursing Care & Rehabilitation Center,337 Neponset Avenue,Boston,2122,Metro Boston,,,,Nursing home,337 neponset avenue,the bostonian nursing care  rehabilitation center,,23.0
,,Rehabilitation & Nursing Center at Everett,289 Elm Street,Everett,2149,Metro Boston,,,,Nursing home,289 elm street,rehabilitation  nursing center at everett,,19.0
,,Hellenic Nursing & Rehabilitation Center,601 Sherman Street,Canton,2021,Metro West,,,,Nursing home,601 sherman street,hellenic nursing  rehabilitation center,,10.0
,,Mattapan Health and Rehabilitation Center,405 River Street,Boston,2126,Metro Boston,,,,Nursing home,405 river street,mattapan health and rehabilitation center,,19.0
,,Quaboag Rehabilitation & Skilled Care Facility,47 East Main Street,West Brookfield,1585,Western Massachusetts,,,,Nursing home,47 east main street,quaboag rehabilitation  skilled care facility,,2.0
,,Belmont Manor Nursing and Rehabilitation Center,34 Agassiz Avenue,Belmont,2478,Metro Boston,,,,Nursing home,34 agassiz avenue,belmont manor nursing and rehabilitation center,,20.0
,,The Landing at Laurel Lake,620 Laurel Street,Lee,1238,Western Massachusetts,,,,Nursing home,620 laurel street,the landing at laurel lake,,2.0
,,Agawam North Rehab and Nursing,55 Cooper Street,Agawam,1001,Western Massachusetts,,,,Nursing home,55 cooper street,agawam north rehab and nursing,,5.0
,,AdviniaCare Abington,277 Washington Street,Abington,2351,Metro South,,,,Nursing home,277 washington street,adviniacare abington,,3.0
,,Rivercrest Long Term Care Facility,80 Deaconess Road,Concord,1742,Northeastern Massachusetts,,,,Nursing home,80 deaconess road,rivercrest long term care facility,,7.0
,,Brush Hill Care Center,1200 Brush Hill Road,Milton,2186,Metro Boston,,,,Nursing home,1200 brush hill road,brush hill care center,,17.0
,,Life Care Center of Merrimack Valley,80 Boston Road,Billerica,1862,Northeastern Massachusetts,,,,Nursing home,80 boston road,life care center of merrimack valley,,8.0
,,Masconomet Healthcare Center,123 High Street,Topsfield,1983,Northeastern Massachusetts,,,,Nursing home,123 high street,masconomet healthcare center,,10.0
,,Katzman Family Center for Living,17 Lafayette Avenue,Chelsea,2150,Metro Boston,,,,Nursing home,17 lafayette avenue,katzman family center for living,,21.0
,,Aberjona Rehabilitation & Nursing Center,184 Swanton Street,Winchester,1890,Northeastern Massachusetts,,,,Nursing home,184 swanton street,aberjona rehabilitation  nursing center,,19.0
,,Pond Home,289 East Street,Wrentham,2093,Metro West,,,,Nursing home,289 east street,pond home,,4.0
,,Alliance Health at Baldwinville,51 Hospital Road,Templeton,1436,Central Massachusetts,,,,Nursing home,51 hospital road,alliance health at baldwinville,,3.0
,,Westford Nursing and Rehabilitation Center,3 Park Drive,Westford,1886,Northeastern Massachusetts,,,,Nursing home,3 park drive,westford nursing and rehabilitation center,,9.0
,,John Scott House Nursing & Rehabilitation Center,233 Middle Street,Braintree,2184,Metro South,,,,Nursing home,233 middle street,john scott house nursing  rehabilitation center,,14.0
,,Neville Center at Fresh Pond for Nursing & Rehab,640 Concord Avenue,Cambridge,2138,Metro Boston,,,,Nursing home,640 concord avenue,neville center at fresh pond for nursing  rehab,,20.0
,,St. Francis Rehabilitation & Nursing Center,101 Plantation Street,Worcester,1604,Central Massachusetts,,,,Nursing home,101 plantation street,st francis rehabilitation  nursing center,,6.0
,,Care One at Wilmington,750 Woburn Street,Wilmington,1887,Northeastern Massachusetts,,,,Nursing home,750 woburn street,care one at wilmington,,18.0
,,The Guardian Center,888 North Main Street,Brockton,2301,Metro South,,,,Nursing home,888 north main street,the guardian center,,8.0
,,New England Pediatric Care,78 Boston Road,Billerica,1862,Northeastern Massachusetts,,,,Nursing home,78 boston road,new england pediatric care,,7.0
,,Sterling Village,18 Dana Hill Road,Sterling,1564,Central Massachusetts,,,,Nursing home,18 dana hill road,sterling village,,7.0
,,Meadow Green Nursing and Rehabilitation Center,45 Woburn Street,Waltham,2452,Metro Boston,,,,Nursing home,45 woburn street,meadow green nursing and rehabilitation center,,18.0
,,Lydia Taft House,60 Quaker Highway,Uxbridge,1569,Central Massachusetts,,,,Nursing home,60 quaker highway,lydia taft house,,3.0
,,Chicopee Rehabilitation and Nursing,44 New Lombard Road,Chicopee,1020,Western Massachusetts,,,,Nursing home,44 new lombard road,chicopee rehabilitation and nursing,,6.0
,,Cedar View Rehabilitation and Healthcare Center,480 Jackson Street,Methuen,1844,Northeastern Massachusetts,,,,Nursing home,480 jackson street,cedar view rehabilitation and healthcare center,,9.0
,,Life Care Center of the South Shore,309 Driftway,Scituate,2066,Metro South,,,,Nursing home,309 driftway,life care center of the south shore,,1.0
,,German Center for Extended Care,2222 Centre Street,Boston,2132,Metro Boston,,,,Nursing home,2222 centre street,german center for extended care,,17.0
,,Vantage at South Hadley,573 Granby Road,South Hadley,1075,Western Massachusetts,,,,Nursing home,573 granby road,vantage at south hadley,,6.0
,,Chestnut Woods Rehabilitation & Healthcare Center,73 Chestnut Street,Saugus,1906,Metro Boston,,,,Nursing home,73 chestnut street,chestnut woods rehabilitation  healthcare center,,16.0
